date,year,PM10,PM2.5,SO2,NO2,O3,station
2025-04-07,2025,13.96499252319336,8.08230972290039,,,,gomera
2025-04-08,2025,24.92256355285645,9.973931312561035,,,,gomera
2025-04-09,2025,16.17157173156738,9.590898513793945,,,,gomera
2025-04-10,2025,18.71637344360352,11.50286293029785,,,,gomera
2025-04-11,2025,10.50876331329346,6.348262310028076,,,,gomera
2025-04-12,2025,51.63677597045898,13.23623180389404,,,,gomera
2025-04-13,2025,24.98813629150391,12.88454532623291,,,,gomera
2025-04-14,2025,16.404296875,8.858474731445312,,,,gomera
2025-04-15,2025,13.81946659088135,8.70781135559082,,,,gomera
2025-04-16,2025,18.49394607543945,11.2639102935791,,,,gomera
2025-04-17,2025,11.68304538726807,7.372165203094482,,,,gomera
2025-04-18,2025,12.69878768920898,8.256776809692383,,,,gomera
2025-04-19,2025,10.64880847930908,7.106233596801758,,,,gomera
2025-04-20,2025,13.50126457214355,8.515766143798828,,,,gomera
2025-04-21,2025,11.98850440979004,7.709726333618164,,,,gomera
2025-04-22,2025,11.56970024108887,7.253579139709473,,,,gomera
2025-04-23,2025,17.24564743041992,10.22172927856445,,,,gomera
2025-04-24,2025,17.40303230285645,10.20114135742188,,,,gomera
2025-04-25,2025,15.335036277771,10.41224384307861,,,,gomera
2025-04-26,2025,14.2048864364624,8.621298789978027,,,,gomera
2025-04-27,2025,24.37156677246094,11.20108127593994,,,,gomera
2025-04-28,2025,19.62277793884277,9.233691215515137,,,,gomera
2025-04-29,2025,10.20527267456055,6.297874450683594,,,,gomera
2025-04-30,2025,8.144990921020508,4.817124366760254,,,,gomera
2025-05-01,2025,16.64120864868164,10.00224590301514,,,,gomera
2025-05-02,2025,17.2703742980957,10.6373291015625,,,,gomera
2025-05-03,2025,16.65218353271484,9.281763076782227,,,,gomera
2025-05-04,2025,9.284899711608887,5.805866241455078,,,,gomera
2025-05-05,2025,11.09835052490234,7.52644157409668,,,,gomera
2025-05-06,2025,12.87108707427979,8.812317848205566,,,,gomera
2025-05-07,2025,12.03246879577637,7.55126428604126,,,,gomera
2025-05-08,2025,9.656705856323242,5.902531623840332,,,,gomera
2025-05-09,2025,11.79979515075684,7.190571784973145,,,,gomera
2025-05-10,2025,15.51570606231689,9.204399108886719,,,,gomera
2025-05-11,2025,9.578293800354004,5.685062885284424,,,,gomera
2025-05-12,2025,11.8386402130127,7.572307109832764,,,,gomera
2025-05-13,2025,11.3231840133667,7.337835311889648,,,,gomera
2025-05-14,2025,10.54355907440186,6.902283191680908,,,,gomera
2025-05-15,2025,9.959663391113281,6.497870922088623,,,,gomera
2025-05-16,2025,10.92445945739746,6.888104438781738,,,,gomera
2025-05-17,2025,11.62235450744629,7.537018299102783,,,,gomera
2025-05-18,2025,11.81679821014404,7.709207534790039,,,,gomera
2025-05-19,2025,10.48507785797119,6.174179553985596,,,,gomera
2025-05-20,2025,13.18944931030273,8.522913932800293,,,,gomera
2025-05-21,2025,10.3562068939209,6.657142162322998,,,,gomera
2025-05-22,2025,10.87614250183105,7.01616907119751,,,,gomera
2025-05-23,2025,12.65496158599854,8.576669692993164,,,,gomera
2025-05-24,2025,11.17506122589111,7.23006010055542,,,,gomera
2025-05-25,2025,20.01509666442871,14.26070976257324,,,,gomera
2025-05-26,2025,18.36861038208008,12.96767520904541,,,,gomera
2025-05-27,2025,20.84952354431152,12.67763137817383,,,,gomera
2025-05-28,2025,21.98433494567871,12.51447296142578,,,,gomera
2025-05-29,2025,23.2800235748291,10.87033367156982,,,,gomera
2025-05-30,2025,30.22820472717285,10.04623985290527,,,,gomera
2025-05-31,2025,36.54507827758789,11.08241653442383,,,,gomera
2025-06-01,2025,51.0455436706543,14.18900871276855,,,,gomera
2025-06-02,2025,49.11006927490234,13.83129692077637,,,,gomera
2025-06-03,2025,39.06648254394531,17.74894142150879,,,,gomera
2025-06-04,2025,24.49301910400391,15.73088645935059,,,,gomera
2025-06-05,2025,17.46436500549316,12.6087474822998,,,,gomera
2025-06-06,2025,14.12888622283936,9.452190399169922,,,,gomera
2025-06-07,2025,17.94695281982422,11.8840970993042,,,,gomera
2025-06-08,2025,23.70431327819824,14.43337917327881,,,,gomera
2025-06-09,2025,20.80923843383789,12.85756587982178,,,,gomera
2025-06-10,2025,14.61594200134277,9.023906707763672,,,,gomera
2025-06-11,2025,11.12225723266602,7.505587100982666,,,,gomera
2025-06-12,2025,17.04374885559082,10.924072265625,,,,gomera
2025-06-13,2025,10.51273536682129,7.61511754989624,,,,gomera
2025-06-14,2025,11.01552295684814,7.280064582824707,,,,gomera
2025-06-15,2025,15.25106048583984,10.86202049255371,,,,gomera
2025-06-16,2025,16.83345031738281,11.64337635040283,,,,gomera
2025-06-17,2025,21.94719505310059,11.29122352600098,,,,gomera
2025-06-18,2025,25.45568656921387,13.70020866394043,,,,gomera
2025-06-19,2025,17.83242988586426,10.38750553131104,,,,gomera
2025-06-20,2025,12.02659320831299,8.096705436706543,,,,gomera
2025-06-21,2025,10.91823196411133,7.58192777633667,,,,gomera
2025-06-22,2025,11.19826030731201,7.493966102600098,,,,gomera
2025-06-23,2025,15.79671859741211,8.510955810546875,,,,gomera
2025-06-24,2025,12.47178745269775,7.526548385620117,,,,gomera
2025-06-25,2025,7.891450881958008,5.316593170166016,,,,gomera
2025-06-26,2025,14.13473796844482,8.114426612854004,,,,gomera
2025-06-27,2025,18.81540298461914,9.370786666870117,,,,gomera
2025-06-28,2025,20.11180877685547,8.12665843963623,,,,gomera
2025-06-29,2025,34.96911239624023,14.10096549987793,,,,gomera
2025-06-30,2025,40.44395446777344,15.36672687530518,,,,gomera
2025-07-01,2025,29.24058151245117,11.97052764892578,,,,gomera
2025-07-02,2025,20.00469779968262,9.520526885986328,,,,gomera
2025-07-03,2025,24.24631118774414,10.95468616485596,,,,gomera
2025-07-04,2025,31.70096015930176,12.16662311553955,,,,gomera
2025-07-05,2025,21.04631042480469,9.017870903015137,,,,gomera
2025-07-06,2025,20.07394027709961,11.37513542175293,,,,gomera
2025-07-07,2025,22.15932273864746,11.81788539886475,,,,gomera
2025-07-08,2025,10.89659881591797,6.45790958404541,,,,gomera
2025-07-09,2025,9.081972122192383,6.028681755065918,,,,gomera
2025-07-10,2025,17.23128318786621,9.751307487487793,,,,gomera
2025-07-11,2025,23.94053268432617,11.54661083221436,,,,gomera
2025-07-12,2025,14.48345756530762,7.656638145446777,,,,gomera
2025-07-13,2025,9.577160835266113,6.605812549591064,,,,gomera
2025-07-14,2025,8.907111167907715,5.784961700439453,,,,gomera
2025-07-15,2025,23.26077842712402,13.14909076690674,,,,gomera
2025-07-16,2025,63.16912460327148,22.68142318725586,,,,gomera
2025-07-17,2025,50.14017105102539,17.21997451782227,,,,gomera
2025-07-18,2025,27.35039901733398,13.8206958770752,,,,gomera
2025-07-19,2025,9.054553031921387,5.860610008239746,,,,gomera
2025-07-20,2025,12.98002052307129,8.425487518310547,,,,gomera
2025-07-21,2025,11.91558837890625,8.220333099365234,,,,gomera
2025-07-22,2025,12.31924438476562,8.334765434265137,,,,gomera
2025-07-23,2025,11.10252475738525,7.592649936676025,,,,gomera
2025-07-24,2025,17.79641723632812,12.25800609588623,,,,gomera
2025-07-25,2025,20.8931999206543,16.09812355041504,,,,gomera
2025-07-26,2025,17.38658332824707,12.42831230163574,,,,gomera
2025-07-27,2025,25.55707740783691,19.13418388366699,,,,gomera
2025-07-28,2025,25.82550621032715,14.40351867675781,,,,gomera
2025-07-29,2025,21.49572563171387,13.18856143951416,,,,gomera
2025-07-30,2025,17.27163505554199,9.842462539672852,,,,gomera
2025-07-31,2025,11.24828243255615,7.472138404846191,,,,gomera
2025-08-01,2025,20.27223968505859,13.73310375213623,,,,gomera
2025-08-02,2025,21.20654296875,14.63913822174072,,,,gomera
2025-08-03,2025,15.88414001464844,10.24984550476074,,,,gomera
2025-08-04,2025,17.69761657714844,10.73485469818115,,,,gomera
2025-08-05,2025,26.66017723083496,14.96477603912354,,,,gomera
2025-08-06,2025,48.12591171264648,24.57615661621094,,,,gomera
2025-08-07,2025,27.10614013671875,13.26488399505615,,,,gomera
2025-08-08,2025,31.3991813659668,14.83694553375244,,,,gomera
2025-08-09,2025,28.29629898071289,14.03186893463135,,,,gomera
2025-08-10,2025,44.86122894287109,16.01290893554688,,,,gomera
2025-08-11,2025,35.64959716796875,17.48225784301758,,,,gomera
2025-08-12,2025,45.71022415161133,16.14164352416992,,,,gomera
2025-08-13,2025,73.54873657226562,16.73743057250977,,,,gomera
2025-08-14,2025,62.56698226928711,14.87926959991455,,,,gomera
2025-08-15,2025,31.60019874572754,11.81870269775391,,,,gomera
2025-08-16,2025,44.67290115356445,20.66756057739258,,,,gomera
2025-08-17,2025,57.93824005126953,22.48555564880371,,,,gomera
2025-08-18,2025,48.65251922607422,20.2283878326416,,,,gomera
2025-08-19,2025,31.24526405334473,14.12876892089844,,,,gomera
2025-08-20,2025,10.07486724853516,6.348298072814941,,,,gomera
2025-08-21,2025,21.55242729187012,13.87269306182861,,,,gomera
2025-08-22,2025,17.47858047485352,10.60904979705811,,,,gomera
2025-08-23,2025,45.23902130126953,15.90949630737305,,,,gomera
2025-08-24,2025,19.0123405456543,9.171664237976074,,,,gomera
2025-08-25,2025,14.29545211791992,7.619330883026123,,,,gomera
2025-08-26,2025,8.786578178405762,5.676636219024658,,,,gomera
2025-08-27,2025,8.975021362304688,5.803674221038818,,,,gomera
2025-08-28,2025,11.22754192352295,7.311424255371094,,,,gomera
2025-08-29,2025,15.59131813049316,10.45500755310059,,,,gomera
2025-08-30,2025,14.21956634521484,9.445518493652344,,,,gomera
2025-08-31,2025,11.75640201568604,7.383459091186523,,,,gomera
2025-09-01,2025,11.2627420425415,7.395243644714355,,,,gomera
2025-09-02,2025,12.74071025848389,8.041788101196289,,,,gomera
2025-09-03,2025,11.46360206604004,7.279354095458984,,,,gomera
2025-09-04,2025,8.700368881225586,5.455074787139893,,,,gomera
2025-09-05,2025,12.90152740478516,8.414822578430176,,,,gomera
2025-09-06,2025,15.87450504302979,11.36097812652588,,,,gomera
2025-09-07,2025,34.3233528137207,15.89238929748535,,,,gomera
2025-09-08,2025,70.41796875,21.10555267333984,,,,gomera
2025-09-09,2025,36.05592727661133,11.52323722839355,,,,gomera
2025-09-10,2025,11.67580509185791,7.20587682723999,,,,gomera
2025-09-11,2025,13.82883453369141,9.310322761535645,,,,gomera
2025-09-12,2025,10.88956165313721,7.019469261169434,,,,gomera
2025-09-13,2025,13.79046535491943,8.46570110321045,,,,gomera
2025-09-14,2025,17.0441722869873,9.150404930114746,,,,gomera
2025-09-15,2025,16.9835033416748,8.781753540039062,,,,gomera
2025-09-16,2025,49.70671463012695,16.96908950805664,,,,gomera
2025-09-17,2025,164.3901977539062,32.63185501098633,,,,gomera
2025-09-18,2025,177.4504241943359,37.80987930297852,,,,gomera
2025-09-19,2025,98.52107238769531,24.21600723266602,,,,gomera
2025-09-20,2025,121.4158401489258,22.11263656616211,,,,gomera
2025-09-21,2025,97.8281478881836,20.9487476348877,,,,gomera
2025-09-22,2025,46.73738098144531,13.071044921875,,,,gomera
2025-09-23,2025,17.4887580871582,7.310678482055664,,,,gomera
2025-09-24,2025,11.13166427612305,6.820140838623047,,,,gomera
2025-09-25,2025,12.27860164642334,7.705399036407471,,,,gomera
2025-09-26,2025,6.604672431945801,4.305210590362549,,,,gomera
2025-09-27,2025,8.418854713439941,5.514401435852051,,,,gomera
2025-09-28,2025,8.86900520324707,5.722117900848389,,,,gomera
2025-09-29,2025,11.5684986114502,7.503913879394531,,,,gomera
2025-09-30,2025,11.0564432144165,7.364874839782715,,,,gomera
2025-10-01,2025,11.79455471038818,8.01881217956543,,,,gomera
2025-10-02,2025,15.8749885559082,10.23607540130615,,,,gomera
2025-10-03,2025,18.56122779846191,10.28287506103516,,,,gomera
2025-10-04,2025,23.54811477661133,13.31140041351318,,,,gomera
2025-10-05,2025,11.03465747833252,7.195897102355957,,,,gomera
2025-10-06,2025,7.542787551879883,4.851503849029541,,,,gomera
2025-10-07,2025,9.533166885375977,6.253721237182617,,,,gomera
2025-10-08,2025,19.74257850646973,7.686441898345947,,,,gomera
2025-10-09,2025,20.84404563903809,8.022876739501953,,,,gomera
2025-10-10,2025,14.74866485595703,6.752536296844482,,,,gomera
2025-10-11,2025,11.95202827453613,7.564437866210938,,,,gomera
2025-10-12,2025,17.33165168762207,10.73540878295898,,,,gomera
2025-10-13,2025,17.9153003692627,10.89899349212646,,,,gomera
2025-10-14,2025,18.86349868774414,10.42344188690186,,,,gomera
2025-10-15,2025,19.55035972595215,10.16755390167236,,,,gomera
2025-10-16,2025,16.22307586669922,10.25360774993896,,,,gomera
2025-10-17,2025,13.30233669281006,8.51253604888916,,,,gomera
2025-10-18,2025,12.02423763275146,7.203354358673096,,,,gomera
2025-10-19,2025,8.75550651550293,5.71983003616333,,,,gomera
2025-10-20,2025,4.733646392822266,3.191271543502808,,,,gomera
2025-10-21,2025,6.174854278564453,4.020957946777344,,,,gomera
2025-10-22,2025,6.947431087493896,4.55781888961792,,,,gomera
2025-10-23,2025,14.51643085479736,8.558601379394531,,,,gomera
2025-10-24,2025,14.12825393676758,7.844903469085693,,,,gomera
2025-10-25,2025,11.79640197753906,5.537604331970215,,,,gomera
2025-10-26,2025,15.75248336791992,8.893341064453125,,,,gomera
2025-10-27,2025,15.68390560150146,9.106904983520508,,,,gomera
2025-10-28,2025,8.716707229614258,5.260851383209229,,,,gomera
2025-10-29,2025,13.72395133972168,8.126701354980469,,,,gomera
2025-10-30,2025,9.839258193969727,6.39985466003418,,,,gomera
2025-10-31,2025,5.929596424102783,4.089510917663574,,,,gomera
2025-11-01,2025,7.844182014465332,4.989765167236328,,,,gomera
2025-11-02,2025,11.83979511260986,6.3502516746521,,,,gomera
2025-11-03,2025,16.70281600952148,8.035250663757324,,,,gomera
2025-11-04,2025,25.92832946777344,10.10394287109375,,,,gomera
2025-11-05,2025,15.39796161651611,6.327503681182861,,,,gomera
2025-11-06,2025,9.654420852661133,6.115797519683838,,,,gomera
2025-11-07,2025,8.23813533782959,5.240330696105957,,,,gomera
2025-11-08,2025,7.805269241333008,5.018709182739258,,,,gomera
2025-11-09,2025,8.448622703552246,5.561439514160156,,,,gomera
2025-11-10,2025,10.7421236038208,7.085620880126953,,,,gomera
2025-11-11,2025,8.052751541137695,5.588745594024658,,,,gomera
2025-11-12,2025,8.957691192626953,5.254509925842285,,,,gomera
2025-11-13,2025,12.9635181427002,7.676930904388428,,,,gomera
2025-11-14,2025,6.698563575744629,3.881648778915405,,,,gomera
2025-11-15,2025,5.702034473419189,3.50258469581604,,,,gomera
2025-11-16,2025,6.324814319610596,3.924988269805908,,,,gomera
2025-11-17,2025,7.308102607727051,4.62330961227417,,,,gomera
2025-11-18,2025,9.980191230773926,6.117033958435059,,,,gomera
2025-11-19,2025,8.83202838897705,5.496051788330078,,,,gomera
2025-11-20,2025,8.47189712524414,5.715197086334229,,,,gomera
2025-11-21,2025,7.570218086242676,4.899167060852051,,,,gomera
2025-11-22,2025,37.64186096191406,9.719826698303223,,,,gomera
2025-11-23,2025,46.11457061767578,14.56993770599365,,,,gomera
2025-11-24,2025,122.8468704223633,27.33436584472656,,,,gomera
2025-11-25,2025,119.0543365478516,26.75316047668457,,,,gomera
2025-11-26,2025,45.43367767333984,10.71038341522217,,,,gomera
2025-11-27,2025,11.73332405090332,7.26262092590332,,,,gomera
2025-11-28,2025,33.8044319152832,9.411820411682129,,,,gomera
2025-11-29,2025,20.62254333496094,7.819842338562012,,,,gomera
2025-11-30,2025,12.68080043792725,6.283187389373779,,,,gomera
2025-12-01,2025,9.030926704406738,5.606956481933594,,,,gomera
2025-12-02,2025,10.46741390228271,6.291788578033447,,,,gomera
2025-12-03,2025,8.800298690795898,5.544705867767334,,,,gomera
2025-12-04,2025,9.73779296875,5.989420413970947,,,,gomera
2025-12-05,2025,10.78158760070801,6.789680004119873,,,,gomera
2025-12-06,2025,45.78812408447266,10.69828319549561,,,,gomera
2025-12-07,2025,107.7990570068359,14.94324684143066,,,,gomera
2025-12-08,2025,94.01429748535156,16.94970893859863,,,,gomera
2025-12-09,2025,74.19629669189453,16.38728713989258,,,,gomera
2025-12-10,2025,63.09568405151367,16.78728294372559,,,,gomera
2025-12-11,2025,11.2657585144043,7.173774242401123,,,,gomera
2025-12-12,2025,13.09008407592773,7.861203193664551,,,,gomera
2025-12-13,2025,12.80924892425537,7.635321617126465,,,,gomera
2025-12-14,2025,9.828340530395508,6.194358825683594,,,,gomera
2025-12-15,2025,18.16607284545898,8.368449211120605,,,,gomera
2025-12-16,2025,14.82330322265625,9.162693977355957,,,,gomera
2025-12-17,2025,12.83639526367188,7.846100807189941,,,,gomera
2025-12-18,2025,13.28952217102051,8.302009582519531,,,,gomera
2025-12-19,2025,9.813987731933594,6.454041004180908,,,,gomera
2025-12-20,2025,11.3997163772583,7.304635047912598,,,,gomera
2025-12-21,2025,7.776204586029053,4.837325096130371,,,,gomera
2025-12-22,2025,9.646370887756348,6.005589008331299,,,,gomera
2025-12-23,2025,9.13691520690918,5.588507652282715,,,,gomera
2025-12-24,2025,10.02536010742188,6.251394271850586,,,,gomera
2025-12-25,2025,9.833982467651367,5.99247932434082,,,,gomera
2025-12-26,2025,6.387466430664062,3.904386043548584,,,,gomera
2025-12-27,2025,8.072234153747559,4.911694049835205,,,,gomera
2025-12-28,2025,7.272550582885742,4.571940898895264,,,,gomera
2025-12-29,2025,7.67023754119873,4.914639472961426,,,,gomera
2025-12-30,2025,2.20633339881897,1.392869830131531,,,,gomera
2025-12-31,2025,11.11790084838867,6.729493618011475,,,,gomera
